index,role_noun,role_noun_set,sentence,sentence_format,task_wording,prompt_text
414,salesperson,"['salesperson', 'saleswoman', 'salesman']","I am not the most educated, smoothest talker or greatest salesperson in the world, but I will meet the needs of my clients.","I am not the most educated, smoothest talker or greatest [ROLE NOUN] in the world, but I will meet the needs of my clients.",simple,"I am not the most educated, smoothest talker or greatest salesperson in the world, but I will meet the needs of my clients. I am a"
415,salesperson,"['salesperson', 'saleswoman', 'salesman']",I was so worried about becoming that icky salesperson that I would end up talking people out of buying my product instead of into buying it.,I was so worried about becoming that icky [ROLE NOUN] that I would end up talking people out of buying my product instead of into buying it.,simple,I was so worried about becoming that icky salesperson that I would end up talking people out of buying my product instead of into buying it. I am a
416,salesperson,"['salesperson', 'saleswoman', 'salesman']","In short, my skills as a researcher, artist, historian, and salesperson all enhance my proficiency as an appraiser.","In short, my skills as a researcher, artist, historian, and [ROLE NOUN] all enhance my proficiency as an appraiser.",simple,"In short, my skills as a researcher, artist, historian, and salesperson all enhance my proficiency as an appraiser. I am a"
417,salesperson,"['salesperson', 'saleswoman', 'salesman']",I was never taught about how much money I could make in this career and the advantages that come with being a confident and successful salesperson.,I was never taught about how much money I could make in this career and the advantages that come with being a confident and successful [ROLE NOUN].,simple,I was never taught about how much money I could make in this career and the advantages that come with being a confident and successful salesperson. I am a
418,salesperson,"['salesperson', 'saleswoman', 'salesman']",I worked either in law firms as a legal assistant or in organic stores as a salesperson and consultant.,I worked either in law firms as a legal assistant or in organic stores as a [ROLE NOUN] and consultant.,simple,I worked either in law firms as a legal assistant or in organic stores as a salesperson and consultant. I am a
419,salesperson,"['salesperson', 'saleswoman', 'salesman']","I have been a coach, recruiter, and salesperson for 18 years.","I have been a coach, recruiter, and [ROLE NOUN] for 18 years.",simple,"I have been a coach, recruiter, and salesperson for 18 years. I am a"
420,salesperson,"['salesperson', 'saleswoman', 'salesman']","I have been a middle school teacher, a librarian, computer salesperson, director of children's theatre, and museum program director.","I have been a middle school teacher, a librarian, computer [ROLE NOUN], director of children's theatre, and museum program director.",simple,"I have been a middle school teacher, a librarian, computer salesperson, director of children's theatre, and museum program director. I am a"
421,salesperson,"['salesperson', 'saleswoman', 'salesman']","In my normal work time I am a salesperson for dance specific sprung floors and dance vinyl, dabbling a little in ballet barres and other accessories.","In my normal work time I am a [ROLE NOUN] for dance specific sprung floors and dance vinyl, dabbling a little in ballet barres and other accessories.",simple,"In my normal work time I am a salesperson for dance specific sprung floors and dance vinyl, dabbling a little in ballet barres and other accessories. I am a"
422,select board member,"['select board member', 'selectwoman', 'selectman']","With my ongoing commitment to fiscal discipline, safety and the delivery of exceptional community services, I look forward to my continued service as your First select board member.","With my ongoing commitment to fiscal discipline, safety and the delivery of exceptional community services, I look forward to my continued service as your First [ROLE NOUN].",simple,"With my ongoing commitment to fiscal discipline, safety and the delivery of exceptional community services, I look forward to my continued service as your First select board member. I am a"
423,select board member,"['select board member', 'selectwoman', 'selectman']","I have been elected Trustee of Trust Funds, chair the Planning and Zoning Boards and formerly served as select board member for the Town of Effingham.","I have been elected Trustee of Trust Funds, chair the Planning and Zoning Boards and formerly served as [ROLE NOUN] for the Town of Effingham.",simple,"I have been elected Trustee of Trust Funds, chair the Planning and Zoning Boards and formerly served as select board member for the Town of Effingham. I am a"
424,select board member,"['select board member', 'selectwoman', 'selectman']",That is what a select board member should represent and what I intend to do.,That is what a [ROLE NOUN] should represent and what I intend to do.,simple,That is what a select board member should represent and what I intend to do. I am a
425,select board member,"['select board member', 'selectwoman', 'selectman']","Since becoming First select board member, I have introduced and championed many important local initiatives.","Since becoming First [ROLE NOUN], I have introduced and championed many important local initiatives.",simple,"Since becoming First select board member, I have introduced and championed many important local initiatives. I am a"
426,select board member,"['select board member', 'selectwoman', 'selectman']","In 2014 and 2017, I was elected by my community to serve as a Westwood select board member.","In 2014 and 2017, I was elected by my community to serve as a Westwood [ROLE NOUN].",simple,"In 2014 and 2017, I was elected by my community to serve as a Westwood select board member. I am a"
427,select board member,"['select board member', 'selectwoman', 'selectman']","I also serve as a select board member in my hometown and sit on the Planning Board, a combined 16+ years of service and counting.","I also serve as a [ROLE NOUN] in my hometown and sit on the Planning Board, a combined 16+ years of service and counting.",simple,"I also serve as a select board member in my hometown and sit on the Planning Board, a combined 16+ years of service and counting. I am a"
428,server,"['server', 'waitress', 'waiter']","I started working weddings and events in Syracuse as a server, and realized that event planning was my dream job.","I started working weddings and events in Syracuse as a [ROLE NOUN], and realized that event planning was my dream job.",simple,"I started working weddings and events in Syracuse as a server, and realized that event planning was my dream job. I am a"
429,server,"['server', 'waitress', 'waiter']",I am an amateur server owner and open source software enthusiast by night.,I am an amateur [ROLE NOUN] owner and open source software enthusiast by night.,simple,I am an amateur server owner and open source software enthusiast by night. I am a
430,server,"['server', 'waitress', 'waiter']","Beer & Cheese Sommelier (IBD & AC), Cicerone Certified Beer server & CAMRA Trainer There is nothing I like more than talking to people about food and drink but especially beer.","Beer & Cheese Sommelier (IBD & AC), Cicerone Certified Beer [ROLE NOUN] & CAMRA Trainer There is nothing I like more than talking to people about food and drink but especially beer.",simple,"Beer & Cheese Sommelier (IBD & AC), Cicerone Certified Beer server & CAMRA Trainer There is nothing I like more than talking to people about food and drink but especially beer. I am a"
431,server,"['server', 'waitress', 'waiter']",I started out as a banquet server and fell in love with love.,I started out as a banquet [ROLE NOUN] and fell in love with love.,simple,I started out as a banquet server and fell in love with love. I am a
432,server,"['server', 'waitress', 'waiter']","I’m 25 years old, live in the Midwest, work as a server, and have no degree.","I’m 25 years old, live in the Midwest, work as a [ROLE NOUN], and have no degree.",simple,"I’m 25 years old, live in the Midwest, work as a server, and have no degree. I am a"
433,server,"['server', 'waitress', 'waiter']","Throughout this blog I have worked as a comedian, graphic designer, barista, banquet server and TV/movie extra.","Throughout this blog I have worked as a comedian, graphic designer, barista, banquet [ROLE NOUN] and TV/movie extra.",simple,"Throughout this blog I have worked as a comedian, graphic designer, barista, banquet server and TV/movie extra. I am a"
434,showperson,"['showperson', 'showwoman', 'showman']",I drew on all that experience and became an outdoor showperson performing at fairs and festivals.,I drew on all that experience and became an outdoor [ROLE NOUN] performing at fairs and festivals.,simple,I drew on all that experience and became an outdoor showperson performing at fairs and festivals. I am a
435,showperson,"['showperson', 'showwoman', 'showman']",I don’t think of myself as a musician first but as a showperson.,I don’t think of myself as a musician first but as a [ROLE NOUN].,simple,I don’t think of myself as a musician first but as a showperson. I am a
436,showperson,"['showperson', 'showwoman', 'showman']","I’m a natural showperson, and I sometimes don’t know when to shut up, which is becoming more apparent as I write this biography.","I’m a natural [ROLE NOUN], and I sometimes don’t know when to shut up, which is becoming more apparent as I write this biography.",simple,"I’m a natural showperson, and I sometimes don’t know when to shut up, which is becoming more apparent as I write this biography. I am a"
437,showperson,"['showperson', 'showwoman', 'showman']","I’m not a showperson, I’m not a religious and mythical scholar, but I am most definitely an independent thinker.","I’m not a [ROLE NOUN], I’m not a religious and mythical scholar, but I am most definitely an independent thinker.",simple,"I’m not a showperson, I’m not a religious and mythical scholar, but I am most definitely an independent thinker. I am a"
438,showperson,"['showperson', 'showwoman', 'showman']","I like to make people laugh, I’m outgoing, a perfectionist and a bit of a showperson.","I like to make people laugh, I’m outgoing, a perfectionist and a bit of a [ROLE NOUN].",simple,"I like to make people laugh, I’m outgoing, a perfectionist and a bit of a showperson. I am a"
439,showperson,"['showperson', 'showwoman', 'showman']",I consider myself a showperson within the industry and always find ways to make my clients laugh and smile throughout the most important days of their lives.,I consider myself a [ROLE NOUN] within the industry and always find ways to make my clients laugh and smile throughout the most important days of their lives.,simple,I consider myself a showperson within the industry and always find ways to make my clients laugh and smile throughout the most important days of their lives. I am a
440,sound engineer,"['sound engineer', 'soundwoman', 'soundman']","As a tech I’ve worked as a live sound engineer, roadie and stagehand at everywhere from the local pub to some of Australia’s largest festivals and stadium shows.","As a tech I’ve worked as a live [ROLE NOUN], roadie and stagehand at everywhere from the local pub to some of Australia’s largest festivals and stadium shows.",simple,"As a tech I’ve worked as a live sound engineer, roadie and stagehand at everywhere from the local pub to some of Australia’s largest festivals and stadium shows. I am a"
441,sound engineer,"['sound engineer', 'soundwoman', 'soundman']","Prior to that I worked as sound engineer and manager of Sweet Spot, a company I co-founded.","Prior to that I worked as [ROLE NOUN] and manager of Sweet Spot, a company I co-founded.",simple,"Prior to that I worked as sound engineer and manager of Sweet Spot, a company I co-founded. I am a"
442,sound engineer,"['sound engineer', 'soundwoman', 'soundman']",I offer a range of services based on my skills as a guitarist and sound engineer.,I offer a range of services based on my skills as a guitarist and [ROLE NOUN].,simple,I offer a range of services based on my skills as a guitarist and sound engineer. I am a
443,sound engineer,"['sound engineer', 'soundwoman', 'soundman']","I am a semi-retired commercial photographer, cinematographer and sound engineer.","I am a semi-retired commercial photographer, cinematographer and [ROLE NOUN].",simple,"I am a semi-retired commercial photographer, cinematographer and sound engineer. I am a"
444,sound engineer,"['sound engineer', 'soundwoman', 'soundman']","I am a Freelance sound engineer, Lecturer in Music Technology, and full member of AES.","I am a Freelance [ROLE NOUN], Lecturer in Music Technology, and full member of AES.",simple,"I am a Freelance sound engineer, Lecturer in Music Technology, and full member of AES. I am a"
445,sound engineer,"['sound engineer', 'soundwoman', 'soundman']","- I was born in Athens in 1979 and I am a musician, producer, sound engineer and visual artist, among other things.","- I was born in Athens in 1979 and I am a musician, producer, [ROLE NOUN] and visual artist, among other things.",simple,"- I was born in Athens in 1979 and I am a musician, producer, sound engineer and visual artist, among other things. I am a"
446,sound engineer,"['sound engineer', 'soundwoman', 'soundman']","I am open for collaborations as producer, sound engineer or bassplayer.","I am open for collaborations as producer, [ROLE NOUN] or bassplayer.",simple,"I am open for collaborations as producer, sound engineer or bassplayer. I am a"
447,sound engineer,"['sound engineer', 'soundwoman', 'soundman']","I also worked in the studio as a sound engineer, video tape operator, master control switcher and lighting /camera technician.","I also worked in the studio as a [ROLE NOUN], video tape operator, master control switcher and lighting /camera technician.",simple,"I also worked in the studio as a sound engineer, video tape operator, master control switcher and lighting /camera technician. I am a"
448,sound engineer,"['sound engineer', 'soundwoman', 'soundman']","Since then I have been director, sound engineer and editor making stories come to life.","Since then I have been director, [ROLE NOUN] and editor making stories come to life.",simple,"Since then I have been director, sound engineer and editor making stories come to life. I am a"
449,sound engineer,"['sound engineer', 'soundwoman', 'soundman']",I was even a sound engineer for a number of years before I took to the stage.,I was even a [ROLE NOUN] for a number of years before I took to the stage.,simple,I was even a sound engineer for a number of years before I took to the stage. I am a
450,sound engineer,"['sound engineer', 'soundwoman', 'soundman']","After college, I went to work for ABC News as a sound engineer on a camera crew.","After college, I went to work for ABC News as a [ROLE NOUN] on a camera crew.",simple,"After college, I went to work for ABC News as a sound engineer on a camera crew. I am a"
451,spokesperson,"['spokesperson', 'spokeswoman', 'spokesman']","Delegate, Adviser and Committee spokesperson for the US Delegation at the ITU Plenipotentiary Conference, Malaga- Torremolinos, Spain, Sept-Oct 1973.","Delegate, Adviser and Committee [ROLE NOUN] for the US Delegation at the ITU Plenipotentiary Conference, Malaga- Torremolinos, Spain, Sept-Oct 1973.",simple,"Delegate, Adviser and Committee spokesperson for the US Delegation at the ITU Plenipotentiary Conference, Malaga- Torremolinos, Spain, Sept-Oct 1973. I am a"
452,spokesperson,"['spokesperson', 'spokeswoman', 'spokesman']",I started coming up with concepts and then became the spokesperson of those concepts.,I started coming up with concepts and then became the [ROLE NOUN] of those concepts.,simple,I started coming up with concepts and then became the spokesperson of those concepts. I am a
453,spokesperson,"['spokesperson', 'spokeswoman', 'spokesman']","I’ve been very fortunate in my career, from first getting my foot in the door at the spokesperson to my present role.","I’ve been very fortunate in my career, from first getting my foot in the door at the [ROLE NOUN] to my present role.",simple,"I’ve been very fortunate in my career, from first getting my foot in the door at the spokesperson to my present role. I am a"
454,spokesperson,"['spokesperson', 'spokeswoman', 'spokesman']","I served a variety of roles while at CPS – chief spokesperson, media relations director, chief speechwriter, and director of all internal communications.","I served a variety of roles while at CPS – chief [ROLE NOUN], media relations director, chief speechwriter, and director of all internal communications.",simple,"I served a variety of roles while at CPS – chief spokesperson, media relations director, chief speechwriter, and director of all internal communications. I am a"
455,spokesperson,"['spokesperson', 'spokeswoman', 'spokesman']","I began working with the Jewish Community of Hebron in 1994 and served as the international spokesperson for the community for 21 years, granting newspaper, television and radio interviews internationally.","I began working with the Jewish Community of Hebron in 1994 and served as the international [ROLE NOUN] for the community for 21 years, granting newspaper, television and radio interviews internationally.",simple,"I began working with the Jewish Community of Hebron in 1994 and served as the international spokesperson for the community for 21 years, granting newspaper, television and radio interviews internationally. I am a"
456,spokesperson,"['spokesperson', 'spokeswoman', 'spokesman']","I've served as a corporate officer for two companies and was the corporate spokesperson, trainer, and in-house marketing consultant for a $100 million nutritional company.","I've served as a corporate officer for two companies and was the corporate [ROLE NOUN], trainer, and in-house marketing consultant for a $100 million nutritional company.",simple,"I've served as a corporate officer for two companies and was the corporate spokesperson, trainer, and in-house marketing consultant for a $100 million nutritional company. I am a"
457,spokesperson,"['spokesperson', 'spokeswoman', 'spokesman']","As a media spokesperson and head of public relations at Addiction Suisse, I learned a lot about how those affected and society deal with addictions.","As a media [ROLE NOUN] and head of public relations at Addiction Suisse, I learned a lot about how those affected and society deal with addictions.",simple,"As a media spokesperson and head of public relations at Addiction Suisse, I learned a lot about how those affected and society deal with addictions. I am a"
458,spokesperson,"['spokesperson', 'spokeswoman', 'spokesman']","I’ve delivered speeches to hundreds, told tales on tours, and served as a spokesperson, presenter, and representative.","I’ve delivered speeches to hundreds, told tales on tours, and served as a [ROLE NOUN], presenter, and representative.",simple,"I’ve delivered speeches to hundreds, told tales on tours, and served as a spokesperson, presenter, and representative. I am a"
459,spokesperson,"['spokesperson', 'spokeswoman', 'spokesman']","I served on the Cooperative Governance and Traditional Affairs as well as Sports and Recreation Portfolio committee in the legislature, and as the respective provincial spokesperson for each portfolio.","I served on the Cooperative Governance and Traditional Affairs as well as Sports and Recreation Portfolio committee in the legislature, and as the respective provincial [ROLE NOUN] for each portfolio.",simple,"I served on the Cooperative Governance and Traditional Affairs as well as Sports and Recreation Portfolio committee in the legislature, and as the respective provincial spokesperson for each portfolio. I am a"
460,spokesperson,"['spokesperson', 'spokeswoman', 'spokesman']",In 2017 I was made SNP spokesperson on Europe and I sat on the Exiting the European Union Committee.,In 2017 I was made SNP [ROLE NOUN] on Europe and I sat on the Exiting the European Union Committee.,simple,In 2017 I was made SNP spokesperson on Europe and I sat on the Exiting the European Union Committee. I am a
461,spokesperson,"['spokesperson', 'spokeswoman', 'spokesman']","I served as a national media spokesperson for the Academy of Nutrition & Dietetics for 8 years, doing my part to separate the facts from fiction.","I served as a national media [ROLE NOUN] for the Academy of Nutrition & Dietetics for 8 years, doing my part to separate the facts from fiction.",simple,"I served as a national media spokesperson for the Academy of Nutrition & Dietetics for 8 years, doing my part to separate the facts from fiction. I am a"
462,spokesperson,"['spokesperson', 'spokeswoman', 'spokesman']","As the brand's spokesperson, I appeared regularly in syndicated TV segments and national TV news and talk shows.","As the brand's [ROLE NOUN], I appeared regularly in syndicated TV segments and national TV news and talk shows.",simple,"As the brand's spokesperson, I appeared regularly in syndicated TV segments and national TV news and talk shows. I am a"
463,spokesperson,"['spokesperson', 'spokeswoman', 'spokesman']","It is my pleasure to be a spokesperson for poetry, for caregiving, for stress management, for taking care of self, no matter where you live.","It is my pleasure to be a [ROLE NOUN] for poetry, for caregiving, for stress management, for taking care of self, no matter where you live.",simple,"It is my pleasure to be a spokesperson for poetry, for caregiving, for stress management, for taking care of self, no matter where you live. I am a"
464,spokesperson,"['spokesperson', 'spokeswoman', 'spokesman']","The next 9 years of my life was dedicated to hoop dancing, exercising, and traveling the world, unknowingly becoming an unofficial spokesperson for my Native American and First Nation People.","The next 9 years of my life was dedicated to hoop dancing, exercising, and traveling the world, unknowingly becoming an unofficial [ROLE NOUN] for my Native American and First Nation People.",simple,"The next 9 years of my life was dedicated to hoop dancing, exercising, and traveling the world, unknowingly becoming an unofficial spokesperson for my Native American and First Nation People. I am a"
465,spokesperson,"['spokesperson', 'spokeswoman', 'spokesman']",I made a career change from journalist & spokesperson to web builder & design.,I made a career change from journalist & [ROLE NOUN] to web builder & design.,simple,I made a career change from journalist & spokesperson to web builder & design. I am a
466,spokesperson,"['spokesperson', 'spokeswoman', 'spokesman']","ABOUTnewyorican_0c3nlp2020-10-01T23:48:23+00:00 I’m an award-winning Journalist, Author and former company spokesperson who is proud of my professional accomplishments.","ABOUTnewyorican_0c3nlp2020-10-01T23:48:23+00:00 I’m an award-winning Journalist, Author and former company [ROLE NOUN] who is proud of my professional accomplishments.",simple,"ABOUTnewyorican_0c3nlp2020-10-01T23:48:23+00:00 I’m an award-winning Journalist, Author and former company spokesperson who is proud of my professional accomplishments. I am a"
467,spokesperson,"['spokesperson', 'spokeswoman', 'spokesman']","I am a passionate, stigma-fighting advocate, volunteer, and spokesperson for both mental health, ending youth poverty, family violence and child abuse.","I am a passionate, stigma-fighting advocate, volunteer, and [ROLE NOUN] for both mental health, ending youth poverty, family violence and child abuse.",simple,"I am a passionate, stigma-fighting advocate, volunteer, and spokesperson for both mental health, ending youth poverty, family violence and child abuse. I am a"
468,statesperson,"['statesperson', 'stateswoman', 'statesman']",I am the elder statesperson and instigator of many a Gin Club get together.,I am the elder [ROLE NOUN] and instigator of many a Gin Club get together.,simple,I am the elder statesperson and instigator of many a Gin Club get together. I am a
469,statesperson,"['statesperson', 'stateswoman', 'statesman']",Someone who aims to be the statesperson the people of Ohio and our nation needs to confront national issues.,Someone who aims to be the [ROLE NOUN] the people of Ohio and our nation needs to confront national issues.,simple,Someone who aims to be the statesperson the people of Ohio and our nation needs to confront national issues. I am a
470,statesperson,"['statesperson', 'stateswoman', 'statesman']","•Ed Hill- senior statesperson of gospel music, who mentored and just believed in me.","•Ed Hill- senior [ROLE NOUN] of gospel music, who mentored and just believed in me.",simple,"•Ed Hill- senior statesperson of gospel music, who mentored and just believed in me. I am a"
471,stunt double,"['stunt double', 'stuntwoman', 'stuntman']","I tried out being Superwoman`s stunt double for a while, but the spandex chafed.","I tried out being Superwoman`s [ROLE NOUN] for a while, but the spandex chafed.",simple,"I tried out being Superwoman`s stunt double for a while, but the spandex chafed. I am a"
472,stunt double,"['stunt double', 'stuntwoman', 'stuntman']",I was lucky enough to meld my careers and even worked as a stunt double for a few years.,I was lucky enough to meld my careers and even worked as a [ROLE NOUN] for a few years.,simple,I was lucky enough to meld my careers and even worked as a stunt double for a few years. I am a
473,stunt double,"['stunt double', 'stuntwoman', 'stuntman']","I spent the next fifteen years travelling the world as a backup dancer and model before falling into the stunt world, working as stunt double in Australian T.V and international block busters.","I spent the next fifteen years travelling the world as a backup dancer and model before falling into the stunt world, working as [ROLE NOUN] in Australian T.V and international block busters.",simple,"I spent the next fifteen years travelling the world as a backup dancer and model before falling into the stunt world, working as stunt double in Australian T.V and international block busters. I am a"
474,stunt double,"['stunt double', 'stuntwoman', 'stuntman']",I started teaching yoga in 1984 during my career as a professional dancer/stunt double.,I started teaching yoga in 1984 during my career as a professional dancer/[ROLE NOUN].,simple,I started teaching yoga in 1984 during my career as a professional dancer/stunt double. I am a
475,stunt double,"['stunt double', 'stuntwoman', 'stuntman']","At the age of 15, I knew I wanted to be a stunt double.","At the age of 15, I knew I wanted to be a [ROLE NOUN].",simple,"At the age of 15, I knew I wanted to be a stunt double. I am a"
476,stunt double,"['stunt double', 'stuntwoman', 'stuntman']",'Cause I'm the unknown stunt double who makes Eastwood look so fine.,'Cause I'm the unknown [ROLE NOUN] who makes Eastwood look so fine.,simple,'Cause I'm the unknown stunt double who makes Eastwood look so fine. I am a
477,stunt double,"['stunt double', 'stuntwoman', 'stuntman']","I was born in 1965 and have been working successfully as a stunt double since 1994 (film, television, theater).","I was born in 1965 and have been working successfully as a [ROLE NOUN] since 1994 (film, television, theater).",simple,"I was born in 1965 and have been working successfully as a stunt double since 1994 (film, television, theater). I am a"
478,stunt double,"['stunt double', 'stuntwoman', 'stuntman']",’Cause I’m the unknown stunt double that makes Eastwood look so fine.,’Cause I’m the unknown [ROLE NOUN] that makes Eastwood look so fine.,simple,’Cause I’m the unknown stunt double that makes Eastwood look so fine. I am a
479,stunt double,"['stunt double', 'stuntwoman', 'stuntman']",I´ve been working as a freelance Illustrator and stunt double for the past 6 years.,I´ve been working as a freelance Illustrator and [ROLE NOUN] for the past 6 years.,simple,I´ve been working as a freelance Illustrator and stunt double for the past 6 years. I am a
480,stunt double,"['stunt double', 'stuntwoman', 'stuntman']","This inspiring book explores the story of my long and crazy life where I overcame paralyzation at the age of 10 and became a circus acrobat, lifeguard and stunt double among many other things.","This inspiring book explores the story of my long and crazy life where I overcame paralyzation at the age of 10 and became a circus acrobat, lifeguard and [ROLE NOUN] among many other things.",simple,"This inspiring book explores the story of my long and crazy life where I overcame paralyzation at the age of 10 and became a circus acrobat, lifeguard and stunt double among many other things. I am a"
481,stunt double,"['stunt double', 'stuntwoman', 'stuntman']","I spent most of my adult life as a professional wrestler, followed by a career in film & tv as a stunt double.","I spent most of my adult life as a professional wrestler, followed by a career in film & tv as a [ROLE NOUN].",simple,"I spent most of my adult life as a professional wrestler, followed by a career in film & tv as a stunt double. I am a"
482,fencer,"['fencer', 'swordswoman', 'swordsman']",For my posts in this study journal — even though they are only the beginnings of my future essays — I’m already following these principles of being a fencer of the Word.,For my posts in this study journal — even though they are only the beginnings of my future essays — I’m already following these principles of being a [ROLE NOUN] of the Word.,simple,For my posts in this study journal — even though they are only the beginnings of my future essays — I’m already following these principles of being a fencer of the Word. I am a
483,fencer,"['fencer', 'swordswoman', 'swordsman']","Fashion takes up a lot of my spare time, but I’m a musician, a fencer, and an entrepreneur in many other fashion projects as well.","Fashion takes up a lot of my spare time, but I’m a musician, a [ROLE NOUN], and an entrepreneur in many other fashion projects as well.",simple,"Fashion takes up a lot of my spare time, but I’m a musician, a fencer, and an entrepreneur in many other fashion projects as well. I am a"
484,fencer,"['fencer', 'swordswoman', 'swordsman']","I’m not a self proclaimed master fencer like most of the people who write these reviews, and I’m not gonna pretend like I am.","I’m not a self proclaimed master [ROLE NOUN] like most of the people who write these reviews, and I’m not gonna pretend like I am.",simple,"I’m not a self proclaimed master fencer like most of the people who write these reviews, and I’m not gonna pretend like I am. I am a"
485,fencer,"['fencer', 'swordswoman', 'swordsman']","I consider myself a fencer with my pen; cutting deep into the heart of the matter and the matters of the heart, leaving no stone unturned.","I consider myself a [ROLE NOUN] with my pen; cutting deep into the heart of the matter and the matters of the heart, leaving no stone unturned.",simple,"I consider myself a fencer with my pen; cutting deep into the heart of the matter and the matters of the heart, leaving no stone unturned. I am a"
486,tradesperson,"['tradesperson', 'tradeswoman', 'tradesman']","By being a local tradesperson covering Didsbury and surrounding areas I am able to provide a quality, cost effective and personalised service for all your electrical needs.","By being a local [ROLE NOUN] covering Didsbury and surrounding areas I am able to provide a quality, cost effective and personalised service for all your electrical needs.",simple,"By being a local tradesperson covering Didsbury and surrounding areas I am able to provide a quality, cost effective and personalised service for all your electrical needs. I am a"
487,tradesperson,"['tradesperson', 'tradeswoman', 'tradesman']","I’m a 5th generation tradesperson, meaning my family has over a hundred years building experience, gained across the length and breadth of the country.","I’m a 5th generation [ROLE NOUN], meaning my family has over a hundred years building experience, gained across the length and breadth of the country.",simple,"I’m a 5th generation tradesperson, meaning my family has over a hundred years building experience, gained across the length and breadth of the country. I am a"
488,tradesperson,"['tradesperson', 'tradeswoman', 'tradesman']",I started as an apprentice fabricator welder moving through the ranks to a skilled tradesperson and for the past 12 years I have been involved in management.,I started as an apprentice fabricator welder moving through the ranks to a skilled [ROLE NOUN] and for the past 12 years I have been involved in management.,simple,I started as an apprentice fabricator welder moving through the ranks to a skilled tradesperson and for the past 12 years I have been involved in management. I am a
489,tradesperson,"['tradesperson', 'tradeswoman', 'tradesman']",I've been a tradesperson as long as I can remember.,I've been a [ROLE NOUN] as long as I can remember.,simple,I've been a tradesperson as long as I can remember. I am a
490,tradesperson,"['tradesperson', 'tradeswoman', 'tradesman']",As a true tradesperson I hold myself to a high standard.,As a true [ROLE NOUN] I hold myself to a high standard.,simple,As a true tradesperson I hold myself to a high standard. I am a
491,tradesperson,"['tradesperson', 'tradeswoman', 'tradesman']","I was trained as a tradesperson specialising in fitting double-glazed windows, but have since expanded my skills to cover all aspects of home maintenance and repairs.","I was trained as a [ROLE NOUN] specialising in fitting double-glazed windows, but have since expanded my skills to cover all aspects of home maintenance and repairs.",simple,"I was trained as a tradesperson specialising in fitting double-glazed windows, but have since expanded my skills to cover all aspects of home maintenance and repairs. I am a"
492,tradesperson,"['tradesperson', 'tradeswoman', 'tradesman']","As a tradesperson, my business has been built on my reputation.","As a [ROLE NOUN], my business has been built on my reputation.",simple,"As a tradesperson, my business has been built on my reputation. I am a"
493,tradesperson,"['tradesperson', 'tradeswoman', 'tradesman']",I studied as a toolmaker after I left school then was certified as a tradesperson 5 years later.,I studied as a toolmaker after I left school then was certified as a [ROLE NOUN] 5 years later.,simple,I studied as a toolmaker after I left school then was certified as a tradesperson 5 years later. I am a
494,tradesperson,"['tradesperson', 'tradeswoman', 'tradesman']",Knowing that our clients love the solution that we have created for them is one of the greatest rewards a passionate tradesperson can have.,Knowing that our clients love the solution that we have created for them is one of the greatest rewards a passionate [ROLE NOUN] can have.,simple,Knowing that our clients love the solution that we have created for them is one of the greatest rewards a passionate tradesperson can have. I am a
495,tradesperson,"['tradesperson', 'tradeswoman', 'tradesman']",I started my Landscape Construction Apprenticeship in 2006 and in 2008 I became a qualified landscape tradesperson.,I started my Landscape Construction Apprenticeship in 2006 and in 2008 I became a qualified landscape [ROLE NOUN].,simple,I started my Landscape Construction Apprenticeship in 2006 and in 2008 I became a qualified landscape tradesperson. I am a
496,tradesperson,"['tradesperson', 'tradeswoman', 'tradesman']","As a second-year apprentice in the Painter and Decorator program, I am fully devoted to my craft as a tradesperson pursuing a reputable painting business.","As a second-year apprentice in the Painter and Decorator program, I am fully devoted to my craft as a [ROLE NOUN] pursuing a reputable painting business.",simple,"As a second-year apprentice in the Painter and Decorator program, I am fully devoted to my craft as a tradesperson pursuing a reputable painting business. I am a"
497,tradesperson,"['tradesperson', 'tradeswoman', 'tradesman']",As a young tradesperson I dreamed of having my own workshop.,As a young [ROLE NOUN] I dreamed of having my own workshop.,simple,As a young tradesperson I dreamed of having my own workshop. I am a
498,tradesperson,"['tradesperson', 'tradeswoman', 'tradesman']","I’m a self-published author and writer of various genres of fiction, who moonlights as an industrial instrumentation technician (tradesperson, for short).","I’m a self-published author and writer of various genres of fiction, who moonlights as an industrial instrumentation technician ([ROLE NOUN], for short).",simple,"I’m a self-published author and writer of various genres of fiction, who moonlights as an industrial instrumentation technician (tradesperson, for short). I am a"
499,tradesperson,"['tradesperson', 'tradeswoman', 'tradesman']",I feel very privileged to have received the 2017 tradesperson of the Year Award by the National Association of Women in Construction.,I feel very privileged to have received the 2017 [ROLE NOUN] of the Year Award by the National Association of Women in Construction.,simple,I feel very privileged to have received the 2017 tradesperson of the Year Award by the National Association of Women in Construction. I am a
500,tradesperson,"['tradesperson', 'tradeswoman', 'tradesman']",We will also interview in person or on the phone where needed to make sure that you receive a trusted tradesperson.,We will also interview in person or on the phone where needed to make sure that you receive a trusted [ROLE NOUN].,simple,We will also interview in person or on the phone where needed to make sure that you receive a trusted tradesperson. I am a
501,tribesperson,"['tribesperson', 'tribeswoman', 'tribesman']",I used it to play at being a primitive tribesperson in the privacy of my room.,I used it to play at being a primitive [ROLE NOUN] in the privacy of my room.,simple,I used it to play at being a primitive tribesperson in the privacy of my room. I am a
